Symbol,Security,GICS Sector,GICS Sub-Industry,Headquarters Location,Date added,CIK,Founded,cik,name,ticker,exchange,RIC_Suffix,Ticker
PPL,PPL Corporation,Utilities,Electric Utilities,"Allentown, Pennsylvania",2001-10-01,922224,1920,922224,PPL Corp,PPL,NYSE,.N,PPL.N
PSA,Public Storage,Real Estate,Self-Storage REITs,"Glendale, California",2005-08-19,1393311,1972,1393311,Public Storage,PSA,NYSE,.N,PSA.N
PSA,Public Storage,Real Estate,Self-Storage REITs,"Glendale, California",2005-08-19,1393311,1972,1393311,Public Storage,PSA-PH,NYSE,.N,PSA.N
PSA,Public Storage,Real Estate,Self-Storage REITs,"Glendale, California",2005-08-19,1393311,1972,1393311,Public Storage,PSA-PK,NYSE,.N,PSA.N
PSA,Public Storage,Real Estate,Self-Storage REITs,"Glendale, California",2005-08-19,1393311,1972,1393311,Public Storage,PSA-PF,NYSE,.N,PSA.N
PSA,Public Storage,Real Estate,Self-Storage REITs,"Glendale, California",2005-08-19,1393311,1972,1393311,Public Storage,PSA-PG,NYSE,.N,PSA.N
PSA,Public Storage,Real Estate,Self-Storage REITs,"Glendale, California",2005-08-19,1393311,1972,1393311,Public Storage,PSA-PI,NYSE,.N,PSA.N
PSA,Public Storage,Real Estate,Self-Storage REITs,"Glendale, California",2005-08-19,1393311,1972,1393311,Public Storage,PSA-PJ,NYSE,.N,PSA.N
PSA,Public Storage,Real Estate,Self-Storage REITs,"Glendale, California",2005-08-19,1393311,1972,1393311,Public Storage,PSA-PL,NYSE,.N,PSA.N
PSA,Public Storage,Real Estate,Self-Storage REITs,"Glendale, California",2005-08-19,1393311,1972,1393311,Public Storage,PSA-PM,NYSE,.N,PSA.N
PSA,Public Storage,Real Estate,Self-Storage REITs,"Glendale, California",2005-08-19,1393311,1972,1393311,Public Storage,PSA-PN,NYSE,.N,PSA.N
PSA,Public Storage,Real Estate,Self-Storage REITs,"Glendale, California",2005-08-19,1393311,1972,1393311,Public Storage,PSA-PO,NYSE,.N,PSA.N
PSA,Public Storage,Real Estate,Self-Storage REITs,"Glendale, California",2005-08-19,1393311,1972,1393311,Public Storage,PSA-PP,NYSE,.N,PSA.N
PSA,Public Storage,Real Estate,Self-Storage REITs,"Glendale, California",2005-08-19,1393311,1972,1393311,Public Storage,PSA-PQ,NYSE,.N,PSA.N
PSA,Public Storage,Real Estate,Self-Storage REITs,"Glendale, California",2005-08-19,1393311,1972,1393311,Public Storage,PSA-PR,NYSE,.N,PSA.N
PSA,Public Storage,Real Estate,Self-Storage REITs,"Glendale, California",2005-08-19,1393311,1972,1393311,Public Storage,PSA-PS,NYSE,.N,PSA.N
PSX,Phillips 66,Energy,Oil & Gas Refining & Marketing,"Houston, Texas",2012-05-01,1534701,2012 (1917),1534701,Phillips 66,PSX,NYSE,.N,PSX.N
PTC,PTC Inc.,Information Technology,Application Software,"Boston, Massachusetts",2021-04-20,857005,1985,857005,PTC INC.,PTC,Nasdaq,.O,PTC.O
PWR,Quanta Services,Industrials,Construction & Engineering,"Houston, Texas",2009-07-01,1050915,1997,1050915,"QUANTA SERVICES, INC.",PWR,NYSE,.N,PWR.N
QCOM,Qualcomm,Information Technology,Semiconductors,"San Diego, California",1999-07-22,804328,1985,804328,QUALCOMM INC/DE,QCOM,Nasdaq,.O,QCOM.O
RCL,Royal Caribbean Group,Consumer Discretionary,"Hotels, Resorts & Cruise Lines","Miami, Florida",2014-12-05,884887,1997,884887,ROYAL CARIBBEAN CRUISES LTD,RCL,NYSE,.N,RCL.N
REG,Regency Centers,Real Estate,Retail REITs,"Jacksonville, Florida",2017-03-02,910606,1963,910606,REGENCY CENTERS CORP,REG,Nasdaq,.O,REG.O
REG,Regency Centers,Real Estate,Retail REITs,"Jacksonville, Florida",2017-03-02,910606,1963,910606,REGENCY CENTERS CORP,REGCO,Nasdaq,.O,REG.O
REG,Regency Centers,Real Estate,Retail REITs,"Jacksonville, Florida",2017-03-02,910606,1963,910606,REGENCY CENTERS CORP,REGCP,Nasdaq,.O,REG.O
REGN,Regeneron Pharmaceuticals,Health Care,Biotechnology,"Tarrytown, New York",2013-05-01,872589,1988,872589,"REGENERON PHARMACEUTICALS, INC.",REGN,Nasdaq,.O,REGN.O
RL,Ralph Lauren Corporation,Consumer Discretionary,"Apparel, Accessories & Luxury Goods","New York City, New York",2007-02-02,1037038,1967,1037038,RALPH LAUREN CORP,RL,NYSE,.N,RL.N
RMD,ResMed,Health Care,Health Care Equipment,"San Diego, California",2017-07-26,943819,1989,943819,RESMED INC,RMD,NYSE,.N,RMD.N
RMD,ResMed,Health Care,Health Care Equipment,"San Diego, California",2017-07-26,943819,1989,943819,RESMED INC,RSMDF,OTC,.PK,RMD.PK
ROK,Rockwell Automation,Industrials,Electrical Components & Equipment,"Milwaukee, Wisconsin",2000-03-12,1024478,1903,1024478,"ROCKWELL AUTOMATION, INC",ROK,NYSE,.N,ROK.N
ROL,"Rollins, Inc.",Industrials,Environmental & Facilities Services,"Atlanta, Georgia",2018-10-01,84839,1948,84839,ROLLINS INC,ROL,NYSE,.N,ROL.N
ROP,Roper Technologies,Information Technology,Electronic Equipment & Instruments,"Sarasota, Florida",2009-12-23,882835,1981,882835,ROPER TECHNOLOGIES INC,ROP,Nasdaq,.O,ROP.O
ROST,Ross Stores,Consumer Discretionary,Apparel Retail,"Dublin, California",2009-12-21,745732,1982,745732,"ROSS STORES, INC.",ROST,Nasdaq,.O,ROST.O
RSG,Republic Services,Industrials,Environmental & Facilities Services,"Phoenix, Arizona",2008-12-05,1060391,1998 (1981),1060391,"REPUBLIC SERVICES, INC.",RSG,NYSE,.N,RSG.N
RTX,RTX Corporation,Industrials,Aerospace & Defense,"Waltham, Massachusetts",1957-03-04,101829,1922,101829,RTX Corp,RTX,NYSE,.N,RTX.N
RVTY,Revvity,Health Care,Health Care Equipment,"Waltham, Massachusetts",1985-05-31,31791,1937,31791,"REVVITY, INC.",RVTY,NYSE,.N,RVTY.N
SBAC,SBA Communications,Real Estate,Telecom Tower REITs,"Boca Raton, Florida",2017-09-01,1034054,1989,1034054,SBA COMMUNICATIONS CORP,SBAC,Nasdaq,.O,SBAC.O
SBUX,Starbucks,Consumer Discretionary,Restaurants,"Seattle, Washington",2000-06-07,829224,1971,829224,STARBUCKS CORP,SBUX,Nasdaq,.O,SBUX.O
SHW,Sherwin-Williams,Materials,Specialty Chemicals,"Cleveland, Ohio",1964-06-30,89800,1866,89800,SHERWIN WILLIAMS CO,SHW,NYSE,.N,SHW.N
SJM,J.M. Smucker Company (The),Consumer Staples,Packaged Foods & Meats,"Orrville, Ohio",2008-11-06,91419,1897,91419,J M SMUCKER Co,SJM,NYSE,.N,SJM.N
SLB,Schlumberger,Energy,Oil & Gas Equipment & Services,"Houston, Texas",1957-03-04,87347,1926,87347,SCHLUMBERGER LIMITED/NV,SLB,NYSE,.N,SLB.N
SMCI,Supermicro,Information Technology,"Technology Hardware, Storage & Peripherals","San Jose, California",2024-03-18,1375365,1993,1375365,"Super Micro Computer, Inc.",SMCI,Nasdaq,.O,SMCI.O
SNA,Snap-on,Industrials,Industrial Machinery & Supplies & Components,"Kenosha, Wisconsin",1982-09-30,91440,1920,91440,Snap-on Inc,SNA,NYSE,.N,SNA.N
SNPS,Synopsys,Information Technology,Application Software,"Sunnyvale, California",2017-03-16,883241,1986,883241,SYNOPSYS INC,SNPS,Nasdaq,.O,SNPS.O
SO,Southern Company,Utilities,Electric Utilities,"Atlanta, Georgia",1957-03-04,92122,1945,92122,SOUTHERN CO,SO,NYSE,.N,SO.N
SO,Southern Company,Utilities,Electric Utilities,"Atlanta, Georgia",1957-03-04,92122,1945,92122,SOUTHERN CO,SOJC,NYSE,.N,SO.N
SO,Southern Company,Utilities,Electric Utilities,"Atlanta, Georgia",1957-03-04,92122,1945,92122,SOUTHERN CO,SOJD,NYSE,.N,SO.N
SO,Southern Company,Utilities,Electric Utilities,"Atlanta, Georgia",1957-03-04,92122,1945,92122,SOUTHERN CO,SOJE,NYSE,.N,SO.N
SO,Southern Company,Utilities,Electric Utilities,"Atlanta, Georgia",1957-03-04,92122,1945,92122,SOUTHERN CO,SOJF,NYSE,.N,SO.N
SOLV,Solventum,Health Care,Health Care Technology,"Saint Paul, Minnesota",2024-04-01,1964738,2023,1964738,Solventum Corp,SOLV,NYSE,.N,SOLV.N
SPG,Simon Property Group,Real Estate,Retail REITs,"Indianapolis, Indiana",2002-06-26,1063761,2003,1063761,SIMON PROPERTY GROUP INC /DE/,SPG,NYSE,.N,SPG.N
SPG,Simon Property Group,Real Estate,Retail REITs,"Indianapolis, Indiana",2002-06-26,1063761,2003,1063761,SIMON PROPERTY GROUP INC /DE/,SPG-PJ,NYSE,.N,SPG.N
SRE,Sempra,Utilities,Multi-Utilities,"San Diego, California",2017-03-17,1032208,1998,1032208,SEMPRA,SREA,NYSE,.N,SRE.N
STE,Steris,Health Care,Health Care Equipment,"Dublin, Ireland",2019-12-23,1757898,1985,1757898,STERIS plc,STE,NYSE,.N,STE.N
STLD,Steel Dynamics,Materials,Steel,"Fort Wayne, Indiana",2022-12-22,1022671,1993,1022671,STEEL DYNAMICS INC,STLD,Nasdaq,.O,STLD.O
STX,Seagate Technology,Information Technology,"Technology Hardware, Storage & Peripherals","Dublin, Ireland",2012-07-02,1137789,1979,1137789,Seagate Technology Holdings plc,STX,Nasdaq,.O,STX.O
STZ,Constellation Brands,Consumer Staples,Distillers & Vintners,"Rochester, New York",2005-07-01,16918,1945,16918,"CONSTELLATION BRANDS, INC.",STZ,NYSE,.N,STZ.N
SW,Smurfit WestRock,Materials,Paper & Plastic Packaging Products & Materials,"Dublin, Ireland",2024-07-08,2005951,1934,2005951,Smurfit Westrock plc,SW,NYSE,.N,SW.N
SWK,Stanley Black & Decker,Industrials,Industrial Machinery & Supplies & Components,"New Britain, Connecticut",1982-09-30,93556,1843,93556,"STANLEY BLACK & DECKER, INC.",SWK,NYSE,.N,SWK.N
SWKS,Skyworks Solutions,Information Technology,Semiconductors,"Irvine, California",2015-03-12,4127,2002,4127,"SKYWORKS SOLUTIONS, INC.",SWKS,Nasdaq,.O,SWKS.O
SYK,Stryker Corporation,Health Care,Health Care Equipment,"Kalamazoo, Michigan",2000-12-12,310764,1941,310764,STRYKER CORP,SYK,NYSE,.N,SYK.N
SYY,Sysco,Consumer Staples,Food Distributors,"Houston, Texas",1986-12-31,96021,1969,96021,SYSCO CORP,SYY,NYSE,.N,SYY.N
T,AT&T,Communication Services,Integrated Telecommunication Services,"Dallas, Texas",1983-11-30,732717,1983 (1885),732717,AT&T INC.,T,NYSE,.N,T.N
T,AT&T,Communication Services,Integrated Telecommunication Services,"Dallas, Texas",1983-11-30,732717,1983 (1885),732717,AT&T INC.,TBB,NYSE,.N,T.N
T,AT&T,Communication Services,Integrated Telecommunication Services,"Dallas, Texas",1983-11-30,732717,1983 (1885),732717,AT&T INC.,T-PA,NYSE,.N,T.N
T,AT&T,Communication Services,Integrated Telecommunication Services,"Dallas, Texas",1983-11-30,732717,1983 (1885),732717,AT&T INC.,T-PC,NYSE,.N,T.N
TAP,Molson Coors Beverage Company,Consumer Staples,Brewers,"Chicago, Illinois",1976-06-30,24545,"2005 (Molson 1786, Coors 1873)",24545,MOLSON COORS BEVERAGE CO,TAP,NYSE,.N,TAP.N
TAP,Molson Coors Beverage Company,Consumer Staples,Brewers,"Chicago, Illinois",1976-06-30,24545,"2005 (Molson 1786, Coors 1873)",24545,MOLSON COORS BEVERAGE CO,TAP-A,NYSE,.N,TAP.N
TDG,TransDigm Group,Industrials,Aerospace & Defense,"Cleveland, Ohio",2016-06-03,1260221,1993,1260221,TransDigm Group INC,TDG,NYSE,.N,TDG.N
TDY,Teledyne Technologies,Information Technology,Electronic Equipment & Instruments,"Thousand Oaks, California",2020-06-22,1094285,1960,1094285,TELEDYNE TECHNOLOGIES INC,TDY,NYSE,.N,TDY.N
TECH,Bio-Techne,Health Care,Life Sciences Tools & Services,"Minneapolis, Minnesota",2021-08-30,842023,1976,842023,BIO-TECHNE Corp,TECH,Nasdaq,.O,TECH.O
TEL,TE Connectivity,Information Technology,Electronic Manufacturing Services,"Galway, Ireland",2011-10-17,1385157,2007,1385157,TE Connectivity plc,TEL,NYSE,.N,TEL.N
TER,Teradyne,Information Technology,Semiconductor Materials & Equipment,"North Reading, Massachusetts",2020-09-21,97210,1960,97210,"TERADYNE, INC",TER,Nasdaq,.O,TER.O
TFX,Teleflex,Health Care,Health Care Equipment,"Wayne, Pennsylvania",2019-01-18,96943,1943,96943,TELEFLEX INC,TFX,NYSE,.N,TFX.N
TGT,Target Corporation,Consumer Staples,Consumer Staples Merchandise Retail,"Minneapolis, Minnesota",1976-12-31,27419,1902,27419,TARGET CORP,TGT,NYSE,.N,TGT.N
TJX,TJX Companies,Consumer Discretionary,Apparel Retail,"Framingham, Massachusetts",1985-09-30,109198,1987,109198,TJX COMPANIES INC /DE/,TJX,NYSE,.N,TJX.N
TMO,Thermo Fisher Scientific,Health Care,Life Sciences Tools & Services,"Waltham, Massachusetts",2004-08-03,97745,2006 (1902),97745,THERMO FISHER SCIENTIFIC INC.,TMO,NYSE,.N,TMO.N
TMUS,T-Mobile US,Communication Services,Wireless Telecommunication Services,"Bellevue, Washington",2019-07-15,1283699,1994,1283699,"T-Mobile US, Inc.",TMUS,Nasdaq,.O,TMUS.O
TPL,Texas Pacific Land Corporation,Energy,Oil & Gas Exploration & Production,"Dallas, Texas",2024-11-26,1811074,1888,1811074,Texas Pacific Land Corp,TPL,NYSE,.N,TPL.N
TPR,"Tapestry, Inc.",Consumer Discretionary,"Apparel, Accessories & Luxury Goods","New York City, New York",2004-09-01,1116132,2017,1116132,"TAPESTRY, INC.",TPR,NYSE,.N,TPR.N
TRGP,Targa Resources,Energy,Oil & Gas Storage & Transportation,"Houston, Texas",2022-10-12,1389170,2005,1389170,Targa Resources Corp.,TRGP,NYSE,.N,TRGP.N
TRMB,Trimble Inc.,Information Technology,Electronic Equipment & Instruments,"Westminster, Colorado",2021-01-21,864749,1978,864749,TRIMBLE INC.,TRMB,Nasdaq,.O,TRMB.O
TSCO,Tractor Supply,Consumer Discretionary,Other Specialty Retail,"Brentwood, Tennessee",2014-01-24,916365,1938,916365,TRACTOR SUPPLY CO /DE/,TSCO,Nasdaq,.O,TSCO.O
TSLA,"Tesla, Inc.",Consumer Discretionary,Automobile Manufacturers,"Austin, Texas",2020-12-21,1318605,2003,1318605,"Tesla, Inc.",TSLA,Nasdaq,.O,TSLA.O
TSN,Tyson Foods,Consumer Staples,Packaged Foods & Meats,"Springdale, Arkansas",2005-08-10,100493,1935,100493,"TYSON FOODS, INC.",TSN,NYSE,.N,TSN.N
TT,Trane Technologies,Industrials,Building Products,"Dublin, Ireland",2010-11-17,1466258,1871,1466258,Trane Technologies plc,TT,NYSE,.N,TT.N
TTWO,Take-Two Interactive,Communication Services,Interactive Home Entertainment,"New York City, New York",2018-03-19,946581,1993,946581,TAKE TWO INTERACTIVE SOFTWARE INC,TTWO,Nasdaq,.O,TTWO.O
TXN,Texas Instruments,Information Technology,Semiconductors,"Dallas, Texas",2001-03-12,97476,1930,97476,TEXAS INSTRUMENTS INC,TXN,Nasdaq,.O,TXN.O
TXT,Textron,Industrials,Aerospace & Defense,"Providence, Rhode Island",1978-12-31,217346,1923,217346,TEXTRON INC,TXT,NYSE,.N,TXT.N
TYL,Tyler Technologies,Information Technology,Application Software,"Plano, Texas",2020-06-22,860731,1966,860731,TYLER TECHNOLOGIES INC,TYL,NYSE,.N,TYL.N
UAL,United Airlines Holdings,Industrials,Passenger Airlines,"Chicago, Illinois",2015-09-03,100517,1967,100517,"United Airlines Holdings, Inc.",UAL,Nasdaq,.O,UAL.O
UBER,Uber,Industrials,Passenger Ground Transportation,"San Francisco, California",2023-12-18,1543151,2009,1543151,"Uber Technologies, Inc",UBER,NYSE,.N,UBER.N
UDR,"UDR, Inc.",Real Estate,Multi-Family Residential REITs,"Highlands Ranch, Colorado",2016-03-07,74208,1972,74208,"UDR, Inc.",UDR,NYSE,.N,UDR.N
UHS,Universal Health Services,Health Care,Health Care Facilities,"King of Prussia, Pennsylvania",2014-09-20,352915,1979,352915,UNIVERSAL HEALTH SERVICES INC,UHS,NYSE,.N,UHS.N
ULTA,Ulta Beauty,Consumer Discretionary,Other Specialty Retail,"Bolingbrook, Illinois",2016-04-18,1403568,1990,1403568,"Ulta Beauty, Inc.",ULTA,Nasdaq,.O,ULTA.O
UNH,UnitedHealth Group,Health Care,Managed Health Care,"Minnetonka, Minnesota",1994-07-01,731766,1977,731766,UNITEDHEALTH GROUP INC,UNH,NYSE,.N,UNH.N
UNP,Union Pacific Corporation,Industrials,Rail Transportation,"Omaha, Nebraska",1957-03-04,100885,1862,100885,UNION PACIFIC CORP,UNP,NYSE,.N,UNP.N
UPS,United Parcel Service,Industrials,Air Freight & Logistics,"Sandy Springs, Georgia",2002-07-22,1090727,1907,1090727,UNITED PARCEL SERVICE INC,UPS,NYSE,.N,UPS.N
URI,United Rentals,Industrials,Trading Companies & Distributors,"Stamford, Connecticut",2014-09-20,1067701,1997,1067701,"UNITED RENTALS, INC.",URI,NYSE,.N,URI.N
VICI,Vici Properties,Real Estate,Hotel & Resort REITs,"New York City, New York",2022-06-08,1705696,2017,1705696,VICI PROPERTIES INC.,VICI,NYSE,.N,VICI.N
VLO,Valero Energy,Energy,Oil & Gas Refining & Marketing,"San Antonio, Texas",2002-12-20,1035002,1980,1035002,VALERO ENERGY CORP/TX,VLO,NYSE,.N,VLO.N
VLTO,Veralto,Industrials,Environmental & Facilities Services,"Waltham, Massachusetts",2023-10-02,1967680,2023,1967680,Veralto Corp,VLTO,NYSE,.N,VLTO.N
VMC,Vulcan Materials Company,Materials,Construction Materials,"Birmingham, Alabama",1999-06-30,1396009,1909,1396009,Vulcan Materials CO,VMC,NYSE,.N,VMC.N
VRSK,Verisk Analytics,Industrials,Research & Consulting Services,"Jersey City, New Jersey",2015-10-08,1442145,1971,1442145,"Verisk Analytics, Inc.",VRSK,Nasdaq,.O,VRSK.O
VRSN,Verisign,Information Technology,Internet Services & Infrastructure,"Dulles, Virginia",2006-02-01,1014473,1995,1014473,VERISIGN INC/CA,VRSN,Nasdaq,.O,VRSN.O
VRTX,Vertex Pharmaceuticals,Health Care,Biotechnology,"Boston, Massachusetts",2013-09-23,875320,1989,875320,VERTEX PHARMACEUTICALS INC / MA,VRTX,Nasdaq,.O,VRTX.O
VST,Vistra Corp.,Utilities,Electric Utilities,"Irving, Texas",2024-05-08,1692819,2016,1692819,Vistra Corp.,VST,NYSE,.N,VST.N
VTR,Ventas,Real Estate,Health Care REITs,"Chicago, Illinois",2009-03-04,740260,1998,740260,"Ventas, Inc.",VTR,NYSE,.N,VTR.N
VTRS,Viatris,Health Care,Pharmaceuticals,"Pittsburgh, Pennsylvania",2004-04-23,1792044,1961,1792044,Viatris Inc,VTRS,Nasdaq,.O,VTRS.O
VZ,Verizon,Communication Services,Integrated Telecommunication Services,"New York City, New York",1983-11-30,732712,1983 (1877),732712,VERIZON COMMUNICATIONS INC,VZ,NYSE,.N,VZ.N
WAB,Wabtec,Industrials,Construction Machinery & Heavy Transportation Equipment,"Pittsburgh, Pennsylvania",2019-02-27,943452,1999 (1869),943452,WESTINGHOUSE AIR BRAKE TECHNOLOGIES CORP,WAB,NYSE,.N,WAB.N
WAT,Waters Corporation,Health Care,Life Sciences Tools & Services,"Milford, Massachusetts",2002-01-02,1000697,1958,1000697,WATERS CORP /DE/,WAT,NYSE,.N,WAT.N
WBA,Walgreens Boots Alliance,Consumer Staples,Drug Retail,"Deerfield, Illinois",1979-12-31,1618921,2014,1618921,"Walgreens Boots Alliance, Inc.",WBA,Nasdaq,.O,WBA.O
WBD,Warner Bros. Discovery,Communication Services,Broadcasting,"New York City, New York",2022-04-11,1437107,2022 (Warner Bros. 1923),1437107,"Warner Bros. Discovery, Inc.",WBD,Nasdaq,.O,WBD.O
WDAY,"Workday, Inc.",Information Technology,Application Software,"Pleasanton, California",2024-12-23,1327811,2005,1327811,"Workday, Inc.",WDAY,Nasdaq,.O,WDAY.O
WDC,Western Digital,Information Technology,"Technology Hardware, Storage & Peripherals","San Jose, California",2009-07-01,106040,1970,106040,WESTERN DIGITAL CORP,WDC,Nasdaq,.O,WDC.O
WEC,WEC Energy Group,Utilities,Electric Utilities,"Milwaukee, Wisconsin",2008-10-31,783325,1896,783325,"WEC ENERGY GROUP, INC.",WEC,NYSE,.N,WEC.N
WELL,Welltower,Real Estate,Health Care REITs,"Toledo, Ohio",2009-01-30,766704,1970,766704,WELLTOWER INC.,WELL,NYSE,.N,WELL.N
WM,Waste Management,Industrials,Environmental & Facilities Services,"Houston, Texas",1998-08-31,823768,1968,823768,WASTE MANAGEMENT INC,WM,NYSE,.N,WM.N
WMB,Williams Companies,Energy,Oil & Gas Storage & Transportation,"Tulsa, Oklahoma",1975-03-31,107263,1908,107263,"WILLIAMS COMPANIES, INC.",WMB,NYSE,.N,WMB.N
WMT,Walmart,Consumer Staples,Consumer Staples Merchandise Retail,"Bentonville, Arkansas",1982-08-31,104169,1962,104169,Walmart Inc.,WMT,NYSE,.N,WMT.N
WST,West Pharmaceutical Services,Health Care,Health Care Supplies,"Exton, Pennsylvania",2020-05-22,105770,1923,105770,WEST PHARMACEUTICAL SERVICES INC,WST,NYSE,.N,WST.N
WY,Weyerhaeuser,Real Estate,Timber REITs,"Seattle, Washington",1979-10-01,106535,1900,106535,WEYERHAEUSER CO,WY,NYSE,.N,WY.N
WYNN,Wynn Resorts,Consumer Discretionary,Casinos & Gaming,"Paradise, Nevada",2008-11-14,1174922,2002,1174922,WYNN RESORTS LTD,WYNN,Nasdaq,.O,WYNN.O
XEL,Xcel Energy,Utilities,Multi-Utilities,"Minneapolis, Minnesota",1957-03-04,72903,1909,72903,XCEL ENERGY INC,XEL,Nasdaq,.O,XEL.O
XOM,ExxonMobil,Energy,Integrated Oil & Gas,"Irving, Texas",1957-03-04,34088,1999,34088,EXXON MOBIL CORP,XOM,NYSE,.N,XOM.N
XYL,Xylem Inc.,Industrials,Industrial Machinery & Supplies & Components,"White Plains, New York",2011-11-01,1524472,2011,1524472,Xylem Inc.,XYL,NYSE,.N,XYL.N
YUM,Yum! Brands,Consumer Discretionary,Restaurants,"Louisville, Kentucky",1997-10-06,1041061,1997,1041061,YUM BRANDS INC,YUM,NYSE,.N,YUM.N
ZBH,Zimmer Biomet,Health Care,Health Care Equipment,"Warsaw, Indiana",2001-08-07,1136869,1927,1136869,"ZIMMER BIOMET HOLDINGS, INC.",ZBH,NYSE,.N,ZBH.N
ZBRA,Zebra Technologies,Information Technology,Electronic Equipment & Instruments,"Lincolnshire, Illinois",2019-12-23,877212,1969,877212,ZEBRA TECHNOLOGIES CORP,ZBRA,Nasdaq,.O,ZBRA.O
ZTS,Zoetis,Health Care,Pharmaceuticals,"Parsippany, New Jersey",2013-06-21,1555280,1952,1555280,Zoetis Inc.,ZTS,NYSE,.N,ZTS.N
